Site	Plot	Lon	Lat	Alt	NDVI	SD	Stability	MAP	MAT	MAP_2010	MAT_2010	NDVI_2010	MAP_2011	MAT_2011	NDVI_2011	NDVI_2010_2011	ANPP_2010_2011	Soil_pH	SOC	TSN	TSP	SST	Plant_alpha	Plant_beta	Plant_gama	SB_alpha	SB_beta	SB_gama	Nema_alpha	Nema_beta	Nema_gama	Ba_alpha	Ba_beta	Ba_gama	Fu_alpha	Fu_beta	Fu_gama	AB_alpha	AB_beta	PB_alpha	PB_beta	PF_alpha	PF_beta	PR_alpha	PR_beta	SS_alpha	SS_beta	BF_alpha	BF_beta	FF_alpha	FF_beta	RF_alpha	RF_beta	OC_alpha	OC_beta	ECM_alpha	ECM_beta	Path_alpha	Path_beta	Sap_alpha	Sap_beta
S1 	P1	105.94300 	49.37100 	823.10000 	0.39000 	0.04200 	9.20000 	356.35800 	2.73100 	354.10487 	2.53417 	0.37802 	345.55542 	2.84809 	0.42530 	0.42530 	71.14000 	6.84597 	16.12700 	1.38700 	0.16100 	0.59900 	9.00000 	0.25000 	15.00000 	0.49965 	0.21383 	0.21660 	15.00000 	0.43750 	23.00000 	6183.00000 	0.94700 	9269.00000 	324.00000 	0.97922 	508.00000 	1.00000 	0.28571 	2.00000 	0.00000 	2.00000 	0.80000 	3.00000 	0.12500 	1.00000 	0.20000 	6.00000 	0.33333 	4.00000 	0.66667 	3.00000 	0.50000 	2.00000 	0.33333 	4.00000 	2.00000 	84.00000 	0.57732 	161.00000 	0.82308 
S1 	P2	105.94300 	49.37100 	823.10000 	0.39000 	0.04200 	9.20000 	356.35800 	2.73100 	354.10487 	2.53417 	0.37802 	345.55542 	2.84809 	0.42530 	0.42530 	70.91000 	6.60648 	15.56300 	1.26500 	0.15600 	0.50400 	12.00000 	0.25000 	15.00000 	-0.46228 	0.21383 	0.21660 	19.00000 	0.43750 	23.00000 	2174.00000 	0.94700 	9269.00000 	205.00000 	0.97922 	508.00000 	3.00000 	0.28571 	1.00000 	0.00000 	4.00000 	0.80000 	2.00000 	0.12500 	2.00000 	0.20000 	8.00000 	0.33333 	3.00000 	0.66667 	5.00000 	0.50000 	3.00000 	0.33333 	1.00000 	2.00000 	52.00000 	0.57732 	93.00000 	0.82308 
S1 	P3	105.94300 	49.37100 	823.10000 	0.39000 	0.04200 	9.20000 	356.35800 	2.73100 	354.10487 	2.53417 	0.37802 	345.55542 	2.84809 	0.42530 	0.42530 	64.86000 	6.43352 	14.82000 	1.25800 	0.15600 	0.48000 	15.00000 	0.25000 	15.00000 	0.13130 	0.21383 	0.21660 	14.00000 	0.43750 	23.00000 	5925.00000 	0.94700 	9269.00000 	241.00000 	0.97922 	508.00000 	3.00000 	0.28571 	3.00000 	0.00000 	4.00000 	0.80000 	3.00000 	0.12500 	2.00000 	0.20000 	4.00000 	0.33333 	2.00000 	0.66667 	4.00000 	0.50000 	4.00000 	0.33333 	0.00000 	2.00000 	58.00000 	0.57732 	136.00000 	0.82308 
S2 	P1	106.31200 	49.94100 	739.80000 	0.43700 	0.03800 	11.61400 	372.74000 	1.34200 	365.49659 	1.10716 	0.42475 	345.19638 	1.62808 	0.45829 	0.45829 	185.27000 	7.47398 	14.69300 	1.16700 	0.15600 	0.44500 	16.00000 	0.71429 	32.00000 	0.68607 	-0.24202 	1.03725 	15.00000 	0.25000 	20.00000 	5820.00000 	0.74501 	10459.00000 	412.00000 	1.14010 	886.00000 	2.00000 	0.50000 	2.00000 	0.00000 	9.00000 	0.88571 	2.00000 	1.25000 	1.00000 	0.80000 	5.00000 	0.23529 	4.00000 	0.25000 	3.00000 	0.33333 	3.00000 	0.20000 	4.00000 	1.40000 	64.00000 	0.75182 	172.00000 	0.93140 
S2 	P2	106.31200 	49.94100 	739.80000 	0.43700 	0.03800 	11.61400 	372.74000 	1.34200 	365.49659 	1.10716 	0.42475 	345.19638 	1.62808 	0.45829 	0.45829 	184.17000 	8.00698 	14.37000 	1.47500 	0.16500 	0.60200 	19.00000 	0.71429 	32.00000 	0.52059 	-0.24202 	1.03725 	16.00000 	0.25000 	20.00000 	5269.00000 	0.74501 	10459.00000 	375.00000 	1.14010 	886.00000 	3.00000 	0.50000 	2.00000 	0.00000 	12.00000 	0.88571 	1.00000 	1.25000 	1.00000 	0.80000 	5.00000 	0.23529 	3.00000 	0.25000 	4.00000 	0.33333 	4.00000 	0.20000 	4.00000 	1.40000 	38.00000 	0.75182 	105.00000 	0.93140 
S2 	P3	106.31200 	49.94100 	739.80000 	0.43700 	0.03800 	11.61400 	372.74000 	1.34200 	365.49659 	1.10716 	0.42475 	345.19638 	1.62808 	0.45829 	0.45829 	98.87000 	7.84631 	19.66000 	1.67600 	0.16500 	0.82900 	21.00000 	0.71429 	32.00000 	1.17262 	-0.24202 	1.03725 	17.00000 	0.25000 	20.00000 	6892.00000 	0.74501 	10459.00000 	455.00000 	1.14010 	886.00000 	1.00000 	0.50000 	2.00000 	0.00000 	14.00000 	0.88571 	1.00000 	1.25000 	3.00000 	0.80000 	7.00000 	0.23529 	5.00000 	0.25000 	2.00000 	0.33333 	3.00000 	0.20000 	2.00000 	1.40000 	35.00000 	0.75182 	102.00000 	0.93140 
S3 	P1	106.24200 	49.86100 	768.30000 	0.38600 	0.04900 	7.95000 	374.18500 	2.00100 	368.31219 	1.77458 	0.35151 	350.77034 	2.26409 	0.41286 	0.41286 	109.58000 	5.82778 	13.64000 	1.10100 	0.15500 	0.38000 	5.00000 	0.35000 	9.00000 	-0.07578 	0.38733 	-0.18318 	16.00000 	0.29545 	19.00000 	2950.00000 	1.08311 	8113.00000 	342.00000 	1.03275 	538.00000 	0.00000 	0.50000 	1.00000 	0.50000 	1.00000 	2.00000 	2.00000 	0.20000 	1.00000 	0.28600 	9.00000 	0.36364 	2.00000 	0.28571 	3.00000 	0.28571 	2.00000 	0.12500 	9.00000 	2.00000 	67.00000 	0.55556 	151.00000 	0.88000 
S3 	P2	106.24200 	49.86100 	768.30000 	0.38600 	0.04900 	7.95000 	374.18500 	2.00100 	368.31219 	1.77458 	0.35151 	350.77034 	2.26409 	0.41286 	0.41286 	190.64000 	5.95180 	10.01300 	0.78800 	0.15400 	0.12200 	7.00000 	0.35000 	9.00000 	0.08295 	0.38733 	-0.18318 	13.00000 	0.29545 	19.00000 	6291.00000 	1.08311 	8113.00000 	220.00000 	1.03275 	538.00000 	1.00000 	0.50000 	1.00000 	0.50000 	0.00000 	2.00000 	2.00000 	0.20000 	3.00000 	0.28600 	5.00000 	0.36364 	3.00000 	0.28571 	2.00000 	0.28571 	3.00000 	0.12500 	0.00000 	2.00000 	45.00000 	0.55556 	109.00000 	0.88000 
S3 	P3	106.24200 	49.86100 	768.30000 	0.38600 	0.04900 	7.95000 	374.18500 	2.00100 	368.31219 	1.77458 	0.35151 	350.77034 	2.26409 	0.41286 	0.41286 	130.20000 	6.59128 	8.31000 	0.65100 	0.14400 	-0.06600 	8.00000 	0.35000 	9.00000 	-0.57860 	0.38733 	-0.18318 	15.00000 	0.29545 	19.00000 	2443.00000 	1.08311 	8113.00000 	232.00000 	1.03275 	538.00000 	1.00000 	0.50000 	2.00000 	0.50000 	1.00000 	2.00000 	1.00000 	0.20000 	3.00000 	0.28600 	8.00000 	0.36364 	2.00000 	0.28571 	2.00000 	0.28571 	3.00000 	0.12500 	1.00000 	2.00000 	50.00000 	0.55556 	115.00000 	0.88000 
S4 	P1	106.07400 	49.15800 	925.50000 	0.44300 	0.04200 	10.55100 	336.65200 	1.70400 	333.55272 	1.51434 	0.47341 	331.67354 	1.76933 	0.43046 	0.43046 	146.41000 	7.14985 	24.19300 	1.98400 	0.16000 	1.01000 	21.00000 	0.64516 	34.00000 	0.75484 	-0.71150 	0.60638 	16.00000 	0.27660 	20.00000 	5003.00000 	0.78992 	10440.00000 	472.00000 	0.81364 	665.00000 	2.00000 	0.50000 	3.00000 	0.00000 	12.00000 	0.78125 	2.00000 	0.71429 	2.00000 	1.00000 	8.00000 	0.22727 	3.00000 	0.00000 	2.00000 	0.66667 	3.00000 	0.28571 	13.00000 	1.07692 	70.00000 	0.75568 	234.00000 	0.70270 
S4 	P2	106.07400 	49.15800 	925.50000 	0.44300 	0.04200 	10.55100 	336.65200 	1.70400 	333.55272 	1.51434 	0.47341 	331.67354 	1.76933 	0.43046 	0.43046 	113.19000 	7.31449 	21.25300 	1.85200 	0.14000 	0.76800 	18.00000 	0.64516 	34.00000 	0.41488 	-0.71150 	0.60638 	17.00000 	0.27660 	20.00000 	5515.00000 	0.78992 	10440.00000 	301.00000 	0.81364 	665.00000 	3.00000 	0.50000 	3.00000 	0.00000 	7.00000 	0.78125 	3.00000 	0.71429 	2.00000 	1.00000 	8.00000 	0.22727 	3.00000 	0.00000 	4.00000 	0.66667 	2.00000 	0.28571 	6.00000 	1.07692 	50.00000 	0.75568 	144.00000 	0.70270 
S4 	P3	106.07400 	49.15800 	925.50000 	0.44300 	0.04200 	10.55100 	336.65200 	1.70400 	333.55272 	1.51434 	0.47341 	331.67354 	1.76933 	0.43046 	0.43046 	143.72000 	7.14171 	24.31700 	1.97400 	0.14000 	0.87900 	23.00000 	0.64516 	34.00000 	0.61578 	-0.71150 	0.60638 	14.00000 	0.27660 	20.00000 	6980.00000 	0.78992 	10440.00000 	327.00000 	0.81364 	665.00000 	3.00000 	0.50000 	3.00000 	0.00000 	13.00000 	0.78125 	2.00000 	0.71429 	2.00000 	1.00000 	6.00000 	0.22727 	3.00000 	0.00000 	3.00000 	0.66667 	2.00000 	0.28571 	7.00000 	1.07692 	56.00000 	0.75568 	177.00000 	0.70270 
S5 	P1	106.18300 	48.89700 	870.10000 	0.32700 	0.04100 	8.03300 	317.67400 	2.10600 	311.64150 	1.92642 	0.33241 	319.85624 	2.12050 	0.32504 	0.32504 	123.74000 	7.55914 	30.32700 	2.98200 	0.18600 	1.63700 	9.00000 	0.20000 	12.00000 	0.72803 	-0.28503 	0.79836 	14.00000 	0.25581 	18.00000 	6159.00000 	0.83293 	12123.00000 	423.00000 	1.01054 	636.00000 	1.00000 	0.00000 	3.00000 	0.00000 	2.00000 	0.71429 	1.00000 	0.20000 	2.00000 	0.00000 	7.00000 	0.20000 	2.00000 	0.12500 	2.00000 	0.28571 	3.00000 	0.50000 	20.00000 	1.18182 	69.00000 	0.59278 	184.00000 	0.95620 
S5 	P2	106.18300 	48.89700 	870.10000 	0.32700 	0.04100 	8.03300 	317.67400 	2.10600 	311.64150 	1.92642 	0.33241 	319.85624 	2.12050 	0.32504 	0.32504 	129.68000 	7.40646 	18.45700 	1.64800 	0.13400 	0.58200 	10.00000 	0.20000 	12.00000 	0.09764 	-0.28503 	0.79836 	15.00000 	0.25581 	18.00000 	6591.00000 	0.83293 	12123.00000 	161.00000 	1.01054 	636.00000 	1.00000 	0.00000 	3.00000 	0.00000 	2.00000 	0.71429 	2.00000 	0.20000 	2.00000 	0.00000 	7.00000 	0.20000 	3.00000 	0.12500 	3.00000 	0.28571 	2.00000 	0.50000 	5.00000 	1.18182 	54.00000 	0.59278 	84.00000 	0.95620 
S5 	P3	106.18300 	48.89700 	870.10000 	0.32700 	0.04100 	8.03300 	317.67400 	2.10600 	311.64150 	1.92642 	0.33241 	319.85624 	2.12050 	0.32504 	0.32504 	120.83000 	7.25649 	17.41700 	1.47800 	0.12100 	0.40600 	11.00000 	0.20000 	12.00000 	0.75392 	-0.28503 	0.79836 	14.00000 	0.25581 	18.00000 	7092.00000 	0.83293 	12123.00000 	365.00000 	1.01054 	636.00000 	1.00000 	0.00000 	3.00000 	0.00000 	3.00000 	0.71429 	2.00000 	0.20000 	2.00000 	0.00000 	6.00000 	0.20000 	3.00000 	0.12500 	2.00000 	0.28571 	3.00000 	0.50000 	8.00000 	1.18182 	71.00000 	0.59278 	143.00000 	0.95620 
S6 	P1	106.11200 	48.81000 	1005.00000 	0.46400 	0.04900 	9.46900 	314.27000 	2.13000 	307.93794 	1.95375 	0.50629 	318.68842 	2.12341 	0.48035 	0.48035 	153.92000 	6.54587 	25.85300 	2.14000 	0.16600 	1.14200 	16.00000 	0.66667 	25.00000 	1.29141 	0.09355 	0.39205 	16.00000 	0.28571 	21.00000 	6581.00000 	1.08110 	8117.00000 	538.00000 	0.88406 	780.00000 	2.00000 	0.80000 	3.00000 	-0.10000 	8.00000 	1.05263 	2.00000 	0.28571 	1.00000 	1.25000 	7.00000 	0.20000 	3.00000 	0.12500 	2.00000 	0.50000 	4.00000 	0.36364 	17.00000 	1.47826 	73.00000 	0.81065 	273.00000 	0.80984 
S6 	P2	106.11200 	48.81000 	1005.00000 	0.46400 	0.04900 	9.46900 	314.27000 	2.13000 	307.93794 	1.95375 	0.50629 	318.68842 	2.12341 	0.48035 	0.48035 	153.01000 	6.35956 	18.57000 	1.40500 	0.14100 	0.54800 	11.00000 	0.66667 	25.00000 	0.14958 	0.09355 	0.39205 	18.00000 	0.28571 	21.00000 	2972.00000 	1.08110 	8117.00000 	373.00000 	0.88406 	780.00000 	1.00000 	0.80000 	3.00000 	-0.10000 	2.00000 	1.05263 	3.00000 	0.28571 	2.00000 	1.25000 	6.00000 	0.20000 	3.00000 	0.12500 	5.00000 	0.50000 	4.00000 	0.36364 	3.00000 	1.47826 	60.00000 	0.81065 	189.00000 	0.80984 
S6 	P3	106.11200 	48.81000 	1005.00000 	0.46400 	0.04900 	9.46900 	314.27000 	2.13000 	307.93794 	1.95375 	0.50629 	318.68842 	2.12341 	0.48035 	0.48035 	176.77000 	6.62933 	22.38000 	1.88700 	0.15500 	0.90100 	18.00000 	0.66667 	25.00000 	-0.34456 	0.09355 	0.39205 	15.00000 	0.28571 	21.00000 	2148.00000 	1.08110 	8117.00000 	331.00000 	0.88406 	780.00000 	2.00000 	0.80000 	4.00000 	-0.10000 	9.00000 	1.05263 	2.00000 	0.28571 	1.00000 	1.25000 	7.00000 	0.20000 	2.00000 	0.12500 	3.00000 	0.50000 	3.00000 	0.36364 	3.00000 	1.47826 	36.00000 	0.81065 	148.00000 	0.80984 
S7 	P1	106.07700 	49.70200 	720.70000 	0.37500 	0.04600 	8.17100 	376.99400 	2.22700 	373.52062 	2.01009 	0.39339 	358.49040 	2.44401 	0.38081 	0.38081 	114.63000 	6.39645 	10.80300 	0.73100 	0.11800 	-0.09900 	5.00000 	0.33333 	8.00000 	0.19592 	0.24658 	-0.04451 	15.00000 	0.27660 	20.00000 	6111.00000 	0.82694 	9332.00000 	228.00000 	1.27919 	449.00000 	0.00000 	0.00000 	2.00000 	0.00000 	0.00000 	1.25000 	2.00000 	0.20000 	1.00000 	1.00000 	4.00000 	0.28571 	3.00000 	0.50000 	5.00000 	0.28571 	3.00000 	0.36364 	8.00000 	1.60000 	38.00000 	0.75472 	119.00000 	0.92331 
S7 	P2	106.07700 	49.70200 	720.70000 	0.37500 	0.04600 	8.17100 	376.99400 	2.22700 	373.52062 	2.01009 	0.39339 	358.49040 	2.44401 	0.38081 	0.38081 	102.34000 	7.10110 	7.09000 	0.53800 	0.11700 	-0.34100 	6.00000 	0.33333 	8.00000 	-0.22481 	0.24658 	-0.04451 	18.00000 	0.27660 	20.00000 	4111.00000 	0.82694 	9332.00000 	167.00000 	1.27919 	449.00000 	0.00000 	0.00000 	2.00000 	0.00000 	1.00000 	1.25000 	2.00000 	0.20000 	1.00000 	1.00000 	6.00000 	0.28571 	3.00000 	0.50000 	4.00000 	0.28571 	5.00000 	0.36364 	1.00000 	1.60000 	35.00000 	0.75472 	109.00000 	0.92331 
S7 	P3	106.07700 	49.70200 	720.70000 	0.37500 	0.04600 	8.17100 	376.99400 	2.22700 	373.52062 	2.01009 	0.39339 	358.49040 	2.44401 	0.38081 	0.38081 	113.72000 	6.56097 	9.12300 	0.70100 	0.11900 	-0.17100 	7.00000 	0.33333 	8.00000 	-0.18031 	0.24658 	-0.04451 	14.00000 	0.27660 	20.00000 	5102.00000 	0.82694 	9332.00000 	196.00000 	1.27919 	449.00000 	0.00000 	0.00000 	2.00000 	0.00000 	3.00000 	1.25000 	1.00000 	0.20000 	1.00000 	1.00000 	4.00000 	0.28571 	2.00000 	0.50000 	5.00000 	0.28571 	3.00000 	0.36364 	6.00000 	1.60000 	33.00000 	0.75472 	98.00000 	0.92331 
S8 	P1	106.49700 	48.85600 	883.50000 	0.38000 	0.05400 	7.05000 	312.82600 	2.41600 	308.81716 	2.23833 	0.39421 	318.52442 	2.46725 	0.34796 	0.34796 	54.09000 	7.24824 	17.25000 	1.43200 	0.16200 	0.65800 	13.00000 	0.55556 	14.00000 	-0.51927 	-0.05579 	-0.33932 	17.00000 	0.29412 	22.00000 	2447.00000 	0.84902 	7830.00000 	209.00000 	1.08405 	405.00000 	1.00000 	2.00000 	2.00000 	0.20000 	5.00000 	0.50000 	2.00000 	0.80000 	3.00000 	0.50000 	7.00000 	0.09091 	3.00000 	0.50000 	3.00000 	0.50000 	4.00000 	0.33333 	3.00000 	2.00000 	54.00000 	0.74820 	139.00000 	0.93860 
S8 	P2	106.49700 	48.85600 	883.50000 	0.38000 	0.05400 	7.05000 	312.82600 	2.41600 	308.81716 	2.23833 	0.39421 	318.52442 	2.46725 	0.34796 	0.34796 	51.50000 	7.34782 	15.00000 	1.05700 	0.20700 	0.74900 	10.00000 	0.55556 	14.00000 	0.08827 	-0.05579 	-0.33932 	18.00000 	0.29412 	22.00000 	5403.00000 	0.84902 	7830.00000 	179.00000 	1.08405 	405.00000 	2.00000 	2.00000 	2.00000 	0.20000 	2.00000 	0.50000 	2.00000 	0.80000 	2.00000 	0.50000 	7.00000 	0.09091 	5.00000 	0.50000 	3.00000 	0.50000 	3.00000 	0.33333 	8.00000 	2.00000 	40.00000 	0.74820 	95.00000 	0.93860 
S8 	P3	106.49700 	48.85600 	883.50000 	0.38000 	0.05400 	7.05000 	312.82600 	2.41600 	308.81716 	2.23833 	0.39421 	318.52442 	2.46725 	0.34796 	0.34796 	61.52000 	7.40646 	12.86300 	1.07900 	0.18400 	0.53200 	4.00000 	0.55556 	14.00000 	-0.10895 	-0.05579 	-0.33932 	16.00000 	0.29412 	22.00000 	4854.00000 	0.84902 	7830.00000 	195.00000 	1.08405 	405.00000 	0.00000 	2.00000 	1.00000 	0.20000 	1.00000 	0.50000 	1.00000 	0.80000 	1.00000 	0.50000 	8.00000 	0.09091 	2.00000 	0.50000 	4.00000 	0.50000 	2.00000 	0.33333 	3.00000 	2.00000 	45.00000 	0.74820 	108.00000 	0.93860 
S9 	P1	106.71900 	48.21100 	1194.00000 	0.42000 	0.05900 	7.07300 	275.51700 	0.77900 	271.89992 	0.65717 	0.35199 	298.32072 	0.78250 	0.38501 	0.38501 	139.04000 	7.09300 	27.00300 	2.57900 	0.18400 	1.42400 	4.00000 	0.80000 	9.00000 	0.39772 	0.12953 	-0.21104 	16.00000 	0.29412 	22.00000 	4696.00000 	1.04411 	6689.00000 	375.00000 	0.95197 	596.00000 	0.00000 	2.00000 	0.00000 	0.00000 	2.00000 	1.00000 	2.00000 	0.28571 	0.00000 	0.00000 	8.00000 	0.30435 	3.00000 	0.00000 	2.00000 	0.50000 	3.00000 	0.36364 	5.00000 	1.11765 	66.00000 	0.72785 	224.00000 	0.82804 
S9 	P2	106.71900 	48.21100 	1194.00000 	0.42000 	0.05900 	7.07300 	275.51700 	0.77900 	271.89992 	0.65717 	0.35199 	298.32072 	0.78250 	0.38501 	0.38501 	107.99000 	7.18252 	27.76300 	2.28200 	0.15300 	1.14700 	6.00000 	0.80000 	9.00000 	-0.46028 	0.12953 	-0.21104 	17.00000 	0.29412 	22.00000 	2512.00000 	1.04411 	6689.00000 	224.00000 	0.95197 	596.00000 	1.00000 	2.00000 	0.00000 	0.00000 	2.00000 	1.00000 	3.00000 	0.28571 	0.00000 	0.00000 	7.00000 	0.30435 	3.00000 	0.00000 	4.00000 	0.50000 	3.00000 	0.36364 	8.00000 	1.11765 	41.00000 	0.72785 	134.00000 	0.82804 
S9 	P3	106.71900 	48.21100 	1194.00000 	0.42000 	0.05900 	7.07300 	275.51700 	0.77900 	271.89992 	0.65717 	0.35199 	298.32072 	0.78250 	0.38501 	0.38501 	202.66000 	7.10110 	31.73300 	2.71200 	0.19800 	1.65600 	5.00000 	0.80000 	9.00000 	-0.09643 	0.12953 	-0.21104 	18.00000 	0.29412 	22.00000 	2609.00000 	1.04411 	6689.00000 	317.00000 	0.95197 	596.00000 	1.00000 	2.00000 	0.00000 	0.00000 	2.00000 	1.00000 	2.00000 	0.28571 	0.00000 	0.00000 	8.00000 	0.30435 	3.00000 	0.00000 	2.00000 	0.50000 	5.00000 	0.36364 	4.00000 	1.11765 	51.00000 	0.72785 	177.00000 	0.82804 
S10 	P1	106.22400 	48.35700 	1207.00000 	0.45300 	0.05100 	8.81400 	286.88700 	0.86400 	285.35113 	0.72884 	0.46862 	307.54339 	0.78933 	0.43533 	0.43533 	115.77000 	7.24824 	40.12000 	3.85700 	0.20100 	2.16900 	32.00000 	0.70833 	41.00000 	1.04006 	-0.90569 	0.22485 	19.00000 	0.27778 	23.00000 	5735.00000 	0.67101 	8374.00000 	451.00000 	0.85598 	610.00000 	2.00000 	0.71429 	4.00000 	0.66667 	23.00000 	0.85106 	2.00000 	1.50000 	1.00000 	0.00000 	10.00000 	0.22222 	3.00000 	0.20000 	3.00000 	0.33333 	3.00000 	0.50000 	12.00000 	0.55556 	66.00000 	0.72785 	219.00000 	0.72485 
S10 	P2	106.22400 	48.35700 	1207.00000 	0.45300 	0.05100 	8.81400 	286.88700 	0.86400 	285.35113 	0.72884 	0.46862 	307.54339 	0.78933 	0.43533 	0.43533 	93.05000 	6.91690 	40.70300 	3.57200 	0.18200 	1.96900 	22.00000 	0.70833 	41.00000 	0.20660 	-0.90569 	0.22485 	19.00000 	0.27778 	23.00000 	4313.00000 	0.67101 	8374.00000 	275.00000 	0.85598 	610.00000 	3.00000 	0.71429 	4.00000 	0.66667 	12.00000 	0.85106 	2.00000 	1.50000 	1.00000 	0.00000 	10.00000 	0.22222 	4.00000 	0.20000 	3.00000 	0.33333 	2.00000 	0.50000 	8.00000 	0.55556 	41.00000 	0.72785 	126.00000 	0.72485 
S10 	P3	106.22400 	48.35700 	1207.00000 	0.45300 	0.05100 	8.81400 	286.88700 	0.86400 	285.35113 	0.72884 	0.46862 	307.54339 	0.78933 	0.43533 	0.43533 	62.72000 	6.63696 	45.57300 	4.08500 	0.19200 	2.25400 	18.00000 	0.70833 	41.00000 	0.11455 	-0.90569 	0.22485 	16.00000 	0.27778 	23.00000 	4986.00000 	0.67101 	8374.00000 	260.00000 	0.85598 	610.00000 	2.00000 	0.71429 	1.00000 	0.66667 	12.00000 	0.85106 	2.00000 	1.50000 	1.00000 	0.00000 	7.00000 	0.22222 	3.00000 	0.20000 	3.00000 	0.33333 	3.00000 	0.50000 	7.00000 	0.55556 	51.00000 	0.72785 	142.00000 	0.72485 
S11 	P1	107.51900 	47.32100 	1439.00000 	0.29200 	0.04100 	7.20300 	216.81000 	0.54200 	207.95376 	0.45892 	0.26529 	246.06767 	0.52275 	0.27990 	0.27990 	75.01000 	7.94415 	15.71700 	1.49700 	0.08400 	0.11600 	26.00000 	0.40909 	31.00000 	0.92220 	-0.88512 	0.67188 	18.00000 	0.25000 	20.00000 	6169.00000 	0.75508 	11181.00000 	402.00000 	0.78269 	618.00000 	4.00000 	0.50000 	2.00000 	0.00000 	14.00000 	0.63636 	3.00000 	0.00000 	3.00000 	0.50000 	7.00000 	0.28571 	3.00000 	0.12500 	4.00000 	0.09091 	4.00000 	0.50000 	12.00000 	1.03226 	73.00000 	0.39437 	191.00000 	0.74580 
S11 	P2	107.51900 	47.32100 	1439.00000 	0.29200 	0.04100 	7.20300 	216.81000 	0.54200 	207.95376 	0.45892 	0.26529 	246.06767 	0.52275 	0.27990 	0.27990 	70.26000 	7.65381 	15.30000 	1.42900 	0.06800 	-0.02200 	22.00000 	0.40909 	31.00000 	0.75134 	-0.88512 	0.67188 	17.00000 	0.25000 	20.00000 	6874.00000 	0.75508 	11181.00000 	316.00000 	0.78269 	618.00000 	5.00000 	0.50000 	2.00000 	0.00000 	9.00000 	0.63636 	3.00000 	0.00000 	3.00000 	0.50000 	8.00000 	0.28571 	3.00000 	0.12500 	4.00000 	0.09091 	2.00000 	0.50000 	8.00000 	1.03226 	69.00000 	0.39437 	140.00000 	0.74580 
S11 	P3	107.51900 	47.32100 	1439.00000 	0.29200 	0.04100 	7.20300 	216.81000 	0.54200 	207.95376 	0.45892 	0.26529 	246.06767 	0.52275 	0.27990 	0.27990 	75.35000 	7.61927 	12.79300 	1.22000 	0.06100 	-0.22900 	18.00000 	0.40909 	31.00000 	0.34165 	-0.88512 	0.67188 	13.00000 	0.25000 	20.00000 	6069.00000 	0.75508 	11181.00000 	322.00000 	0.78269 	618.00000 	1.00000 	0.50000 	2.00000 	0.00000 	10.00000 	0.63636 	3.00000 	0.00000 	2.00000 	0.50000 	6.00000 	0.28571 	2.00000 	0.12500 	3.00000 	0.09091 	2.00000 	0.50000 	11.00000 	1.03226 	71.00000 	0.39437 	145.00000 	0.74580 
S12 	P1	107.96800 	46.76300 	1273.00000 	0.21400 	0.02900 	7.29100 	191.39900 	2.04700 	178.10370 	2.05025 	0.21443 	220.76828 	1.94092 	0.23814 	0.23814 	35.42000 	7.44015 	16.18000 	1.79600 	0.13400 	0.56300 	8.00000 	0.55172 	15.00000 	-0.19080 	0.27419 	-0.31224 	6.00000 	0.54839 	16.00000 	6396.00000 	0.92609 	9086.00000 	270.00000 	0.94220 	448.00000 	3.00000 	0.20000 	1.00000 	0.00000 	2.00000 	1.00000 	1.00000 	0.50000 	1.00000 	1.00000 	2.00000 	0.60000 	1.00000 	0.20000 	2.00000 	0.50000 	1.00000 	0.80000 	3.00000 	1.08696 	64.00000 	0.61111 	121.00000 	0.76048 
S12 	P2	107.96800 	46.76300 	1273.00000 	0.21400 	0.02900 	7.29100 	191.39900 	2.04700 	178.10370 	2.05025 	0.21443 	220.76828 	1.94092 	0.23814 	0.23814 	76.97000 	7.40646 	14.92300 	1.20200 	0.10300 	0.11300 	10.00000 	0.55172 	15.00000 	-0.65439 	0.27419 	-0.31224 	14.00000 	0.54839 	16.00000 	2443.00000 	0.92609 	9086.00000 	228.00000 	0.94220 	448.00000 	3.00000 	0.20000 	1.00000 	0.00000 	3.00000 	1.00000 	2.00000 	0.50000 	1.00000 	1.00000 	7.00000 	0.60000 	2.00000 	0.20000 	2.00000 	0.50000 	3.00000 	0.80000 	8.00000 	1.08696 	51.00000 	0.61111 	104.00000 	0.76048 
S12 	P3	107.96800 	46.76300 	1273.00000 	0.21400 	0.02900 	7.29100 	191.39900 	2.04700 	178.10370 	2.05025 	0.21443 	220.76828 	1.94092 	0.23814 	0.23814 	89.53000 	7.36453 	14.75000 	1.27200 	0.10500 	0.15000 	11.00000 	0.55172 	15.00000 	-0.33239 	0.27419 	-0.31224 	11.00000 	0.54839 	16.00000 	5313.00000 	0.92609 	9086.00000 	194.00000 	0.94220 	448.00000 	4.00000 	0.20000 	1.00000 	0.00000 	4.00000 	1.00000 	1.00000 	0.50000 	1.00000 	1.00000 	6.00000 	0.60000 	2.00000 	0.20000 	2.00000 	0.50000 	1.00000 	0.80000 	12.00000 	1.08696 	47.00000 	0.61111 	109.00000 	0.76048 
